Height,Age,Income,RomanticGestureScore,CompatibilityScore,CommunicationScore,DistanceKM,Response,AgeCategory
154,25,7112,1,9,7,45,0,Young
175,36,15813,4,1,7,90,0,Middle-aged
162,67,17752,6,1,6,6,0,Senior
170,68,19593,8,6,7,44,0,Senior
172,76,10765,7,8,0,2,1,Senior
154,39,17921,8,2,2,29,0,Middle-aged
173,28,6354,6,6,5,48,1,Young
176,78,10620,2,2,6,12,0,Senior
162,24,8754,0,5,6,87,0,Young
155,42,5209,9,2,5,67,1,Middle-aged
178,52,11232,6,0,3,50,0,Senior
154,57,12846,10,5,4,11,1,Senior
158,75,11171,5,2,8,5,1,Senior
176,33,5237,1,0,0,45,0,Middle-aged
165,36,13527,0,4,1,74,1,Middle-aged
151,76,19398,9,7,4,47,0,Senior
150,38,17030,3,7,4,6,0,Middle-aged
157,52,13075,3,7,6,80,1,Senior
177,20,6576,5,2,7,95,0,
168,32,13691,10,7,9,87,0,Middle-aged
179,65,14756,4,3,5,94,0,Senior
160,46,13982,8,7,5,84,1,Middle-aged
177,25,8540,7,2,4,89,1,Young
161,78,19927,8,2,4,99,0,Senior
161,25,16314,9,0,7,69,0,Young
156,52,14327,6,7,4,63,1,Senior
175,49,17136,8,7,5,67,0,Middle-aged
162,65,15540,2,8,2,47,0,Senior
176,54,12257,8,5,4,34,1,Senior
157,42,17516,1,1,8,12,0,Middle-aged
180,29,5149,8,0,2,27,0,Young
178,70,19066,5,7,7,69,1,Senior
178,38,16398,3,9,6,86,0,Middle-aged
171,70,16720,10,3,3,68,1,Senior
177,47,6624,1,6,4,28,1,Middle-aged
175,42,12661,9,9,7,71,0,Middle-aged
179,23,7574,2,3,9,45,1,Young
158,39,9428,4,0,6,98,1,Middle-aged
156,38,12529,8,7,9,2,1,Middle-aged
180,61,9269,6,9,9,9,1,Senior
175,46,12769,10,8,1,79,0,Middle-aged
170,76,16476,10,9,7,31,1,Senior
173,53,18654,2,8,7,36,0,Senior
164,23,7108,3,8,8,15,1,Young
151,75,8947,10,3,1,97,1,Senior
172,57,12899,1,8,3,62,0,Senior
180,26,18372,7,3,1,31,0,Young
169,67,9914,5,1,3,27,0,Senior
174,80,18989,2,9,2,2,1,Senior
161,26,11667,4,2,6,73,0,Young
150,69,7263,4,1,4,43,1,Senior
172,71,14804,0,0,6,1,0,Senior
171,45,8815,4,5,1,83,0,Middle-aged
157,45,17911,5,3,3,9,1,Middle-aged
154,73,5577,9,6,5,60,1,Senior
164,38,5422,9,6,4,2,0,Middle-aged
150,28,7763,10,9,1,58,0,Young
150,80,18682,10,0,6,65,0,Senior
174,39,6229,10,8,1,12,1,Middle-aged
180,61,8176,1,7,8,55,1,Senior
159,64,13945,2,9,6,90,0,Senior
171,69,18034,9,0,2,10,1,Senior
159,35,5687,4,7,5,65,0,Middle-aged
170,73,5722,2,4,4,65,1,Senior
164,36,18854,4,0,8,61,0,Middle-aged
166,41,5746,4,3,2,95,0,Middle-aged
171,32,9337,7,6,1,75,0,Middle-aged
155,31,7712,9,4,1,69,1,Middle-aged
152,29,5707,8,2,3,35,0,Young
162,20,13626,7,3,0,11,0,
165,51,18068,2,1,8,68,0,Senior
157,49,5483,0,7,2,38,1,Middle-aged
179,27,16710,2,1,4,39,0,Young
164,40,19719,0,5,1,21,1,Middle-aged
166,41,6533,10,6,7,36,0,Middle-aged
166,37,5169,8,6,2,92,0,Middle-aged
171,21,6020,2,0,4,72,0,Young
175,67,12093,7,7,6,20,1,Senior
162,63,18156,5,8,1,43,1,Senior
166,28,11466,2,6,2,21,0,Young
155,22,5847,8,7,7,35,1,Young
166,73,18785,7,3,9,64,1,Senior
165,45,13887,2,7,7,32,1,Middle-aged
163,40,19694,6,2,2,36,0,Middle-aged
162,49,8346,4,0,9,69,1,Middle-aged
155,47,9013,1,7,6,52,1,Middle-aged
152,55,13078,7,5,1,4,1,Senior
163,45,5031,0,8,8,7,0,Middle-aged
163,53,13368,3,2,7,98,0,Senior
164,27,16156,10,7,8,84,1,Young
157,29,15304,10,8,8,71,0,Young
178,67,12877,3,8,6,24,0,Senior
164,74,11170,9,6,3,21,0,Senior
171,62,12830,4,9,4,57,0,Senior
178,69,17078,3,2,6,73,1,Senior
176,73,14694,0,2,4,19,1,Senior
162,33,7315,6,1,9,84,0,Middle-aged
166,59,15836,9,0,7,28,1,Senior
180,74,5065,10,1,4,32,1,Senior
170,34,17420,1,4,4,34,1,Middle-aged
173,36,6928,9,0,4,16,1,Middle-aged
152,72,10011,2,9,3,38,0,Senior
177,37,12533,4,3,6,81,1,Middle-aged
155,51,11225,7,9,1,75,1,Senior
154,57,19204,9,9,9,4,0,Senior
171,42,19142,7,0,3,56,1,Middle-aged
175,65,10447,1,9,2,40,0,Senior
166,42,5584,8,7,9,50,1,Middle-aged
172,54,11470,5,4,7,40,0,Senior
174,58,11685,8,9,6,82,1,Senior
151,34,10244,3,3,2,49,0,Middle-aged
175,72,19545,2,2,3,48,0,Senior
164,43,13154,4,8,3,6,0,Middle-aged
154,47,12951,4,5,9,96,0,Middle-aged
175,35,6748,3,0,6,5,0,Middle-aged
169,35,19468,6,7,7,79,0,Middle-aged
155,59,12670,7,9,3,45,1,Senior
155,58,7204,4,1,7,16,0,Senior
176,25,16822,8,8,0,17,0,Young
167,21,6892,6,6,8,59,0,Young
167,73,12018,6,2,6,56,0,Senior
153,32,15621,7,3,3,79,1,Middle-aged
166,63,8093,3,2,7,35,0,Senior
174,66,5973,9,5,9,8,0,Senior
163,78,9024,5,8,1,99,0,Senior
163,28,15834,4,9,7,61,1,Young
162,53,14634,0,8,9,27,0,Senior
156,36,11615,8,0,5,78,0,Middle-aged
161,46,9329,1,9,6,87,1,Middle-aged
172,48,11715,5,5,6,20,1,Middle-aged
164,56,6477,7,0,1,57,1,Senior
168,62,10689,2,3,1,70,1,Senior
180,41,13962,4,6,3,88,1,Middle-aged
160,70,12329,6,3,5,23,0,Senior
164,43,11444,3,8,3,76,0,Middle-aged
161,26,13497,4,9,5,2,1,Young
152,53,5001,0,4,4,27,0,Senior
166,67,13462,3,8,5,32,0,Senior
152,31,17708,6,0,8,93,1,Middle-aged
168,42,16406,9,3,5,50,1,Middle-aged
169,34,11843,6,6,5,64,0,Middle-aged
153,52,14055,9,1,7,40,1,Senior
152,76,10972,9,8,4,33,1,Senior
175,32,12903,3,2,4,29,0,Middle-aged
165,42,10105,5,3,9,33,0,Middle-aged
161,57,15931,4,3,0,17,1,Senior
157,51,12702,0,7,5,74,0,Senior
173,64,7914,7,1,0,65,1,Senior
178,69,10156,6,4,7,43,1,Senior
178,54,13298,4,1,9,63,1,Senior
166,20,19136,9,5,8,81,0,
156,66,8168,9,8,5,92,0,Senior
160,77,19616,6,8,8,58,0,Senior
167,64,18421,9,0,1,91,0,Senior
150,24,17836,2,3,8,43,0,Young
152,76,7599,7,3,3,37,0,Senior
153,32,10716,4,0,2,46,0,Middle-aged
162,73,19125,1,9,0,25,0,Senior
155,24,7235,1,1,0,98,1,Young
175,79,7799,3,5,7,67,0,Senior
163,51,12013,6,9,1,93,0,Senior
154,70,14703,9,2,0,99,1,Senior
165,40,10473,3,8,1,51,1,Middle-aged
164,43,5018,8,2,2,74,1,Middle-aged
164,79,5858,1,2,3,38,1,Senior
179,37,14608,5,8,8,38,1,Middle-aged
153,40,10380,3,2,6,1,0,Middle-aged
157,73,8032,5,5,4,54,0,Senior
176,29,9505,9,5,4,65,0,Young
165,43,14618,8,0,5,96,0,Middle-aged
177,59,10789,9,6,0,22,0,Senior
165,66,7531,8,8,5,61,1,Senior
179,40,12471,8,8,5,58,1,Middle-aged
153,44,9719,8,8,4,54,1,Middle-aged
162,71,17943,2,1,9,19,0,Senior
175,79,9863,10,0,8,99,0,Senior
177,76,9038,8,5,9,70,1,Senior
162,78,17305,2,5,9,34,1,Senior
151,42,15423,9,3,4,79,0,Middle-aged
180,41,7452,2,7,8,44,0,Middle-aged
152,23,7846,4,4,9,67,0,Young
171,53,13064,5,6,6,52,0,Senior
157,75,16394,8,8,2,22,1,Senior
173,25,11622,0,0,8,29,0,Young
164,47,15008,7,8,9,14,0,Middle-aged
160,50,14972,3,3,6,94,1,Middle-aged
180,54,17295,9,6,3,62,1,Senior
158,58,13896,6,3,8,15,1,Senior
156,61,14533,5,3,5,93,0,Senior
162,42,8462,5,3,8,14,0,Middle-aged
151,25,16782,6,5,3,67,1,Young
157,35,6159,3,4,9,22,1,Middle-aged
156,21,9626,5,1,1,97,1,Young
173,43,12056,2,8,8,87,1,Middle-aged
161,36,8722,4,5,9,7,0,Middle-aged
168,64,16630,1,9,3,84,1,Senior
156,20,8560,2,5,1,7,1,
159,25,16274,8,8,6,17,1,Young
178,24,11117,5,0,6,32,1,Young
174,76,19888,2,6,4,79,1,Senior
165,64,11589,1,2,4,77,1,Senior
152,79,14907,4,3,7,56,0,Senior
179,74,11849,9,0,5,62,1,Senior
159,69,7243,4,2,0,58,1,Senior
155,48,13177,0,6,3,58,0,Middle-aged
167,31,6760,2,5,0,3,1,Middle-aged
167,58,10442,6,0,4,89,1,Senior
154,66,17199,8,8,4,96,0,Senior
170,22,14988,4,3,3,80,1,Young
178,67,12679,3,6,8,1,0,Senior
156,20,7675,2,3,7,67,0,
177,46,12124,9,6,9,20,1,Middle-aged
151,67,10781,8,4,2,92,0,Senior
160,43,19965,6,0,4,86,0,Middle-aged
179,63,8236,6,3,5,62,1,Senior
162,38,10898,7,2,4,56,1,Middle-aged
172,78,13235,9,5,7,53,1,Senior
154,27,13680,0,5,4,65,0,Young
179,74,9276,10,0,7,56,1,Senior
155,63,16340,3,1,9,78,0,Senior
173,66,19709,4,1,9,45,1,Senior
175,21,9723,4,9,2,79,1,Young
178,80,14148,0,3,4,96,1,Senior
163,49,15306,2,8,3,18,1,Middle-aged
161,49,10644,1,1,5,48,0,Middle-aged
153,68,6115,6,7,2,38,0,Senior
178,58,6781,4,0,9,22,0,Senior
172,64,16018,2,7,3,80,1,Senior
155,51,13842,10,2,3,75,0,Senior
159,20,6876,7,4,4,71,0,
167,57,10363,0,0,5,73,0,Senior
164,32,13532,0,0,1,1,1,Middle-aged
157,30,16142,5,5,9,42,1,Young
175,29,19096,0,2,7,72,1,Young
158,67,8375,3,7,3,75,0,Senior
154,78,15637,5,3,6,69,1,Senior
159,45,7750,0,5,6,29,0,Middle-aged
169,75,15336,8,9,9,6,1,Senior
155,74,14546,3,8,1,56,1,Senior
165,39,8276,8,7,6,12,0,Middle-aged
173,36,5448,8,3,0,39,0,Middle-aged
176,36,10537,5,9,1,71,1,Middle-aged
180,23,9172,6,7,4,12,0,Young
152,24,18183,0,6,7,33,0,Young
159,79,17836,4,4,6,83,1,Senior
160,42,13989,2,6,2,53,0,Middle-aged
160,65,8496,9,6,9,19,1,Senior
166,71,18740,9,9,8,58,0,Senior
153,29,18796,5,1,4,85,1,Young
180,65,18102,3,6,2,83,0,Senior
153,47,7182,8,2,6,43,0,Middle-aged
166,52,19989,6,7,3,73,1,Senior
158,62,18871,3,7,0,45,0,Senior
168,45,8326,10,8,4,86,1,Middle-aged
154,74,13837,5,3,7,19,1,Senior
171,69,19113,1,9,3,37,0,Senior
173,67,5719,2,2,6,11,1,Senior
155,48,6522,10,8,7,56,1,Middle-aged
152,46,11756,6,8,8,25,0,Middle-aged
171,37,11627,10,1,8,99,0,Middle-aged
150,59,6069,3,5,4,69,1,Senior
169,79,10562,9,2,5,45,1,Senior
171,29,12749,6,4,6,62,1,Young
165,77,17935,8,1,9,95,1,Senior
172,61,9887,4,3,1,14,1,Senior
160,24,9674,0,2,8,77,0,Young
162,29,16267,4,1,0,34,1,Young
176,69,16999,5,5,5,98,0,Senior
159,40,19336,10,2,5,82,1,Middle-aged
152,43,16553,1,3,6,60,1,Middle-aged
158,57,7156,7,5,1,64,1,Senior
177,22,12944,1,4,5,70,1,Young
161,59,17747,8,3,5,51,1,Senior
172,50,15505,1,3,8,42,0,Middle-aged
163,60,18449,2,1,7,21,0,Senior
150,56,16697,7,9,4,5,1,Senior
167,80,9139,10,3,6,66,0,Senior
166,21,10629,5,7,6,70,1,Young
176,21,12087,0,4,4,61,0,Young
158,58,10078,3,9,6,8,1,Senior
158,68,11405,4,9,2,66,1,Senior
172,61,11871,10,7,6,87,0,Senior
159,63,5632,2,5,5,62,0,Senior
168,53,7199,0,9,5,20,0,Senior
178,61,19548,2,4,1,4,1,Senior
164,39,16255,8,3,1,15,0,Middle-aged
154,52,10353,1,9,6,94,0,Senior
164,23,7910,0,8,0,56,0,Young
169,64,5622,6,9,8,20,1,Senior
172,63,11073,6,4,2,24,0,Senior
179,30,5360,4,9,5,9,1,Young
174,80,15559,1,5,2,21,0,Senior
177,61,11365,0,6,8,41,1,Senior
151,66,13401,4,0,9,13,1,Senior
162,24,16659,9,8,6,5,0,Young
173,44,14122,3,7,0,64,0,Middle-aged
165,68,18894,8,4,3,46,0,Senior
164,79,17776,4,2,4,78,0,Senior
174,56,8943,10,4,6,71,1,Senior
159,53,17888,9,4,6,70,0,Senior
163,28,9869,1,8,4,59,1,Young
159,25,13128,3,6,0,76,0,Young
174,37,5877,8,1,4,51,1,Middle-aged
163,33,18775,7,4,4,16,0,Middle-aged
175,38,9795,2,8,3,51,1,Middle-aged
179,33,12791,7,1,5,96,1,Middle-aged
172,59,15691,1,7,7,42,1,Senior
180,36,19748,2,2,9,11,0,Middle-aged
158,79,19245,4,3,4,68,1,Senior
174,54,7523,10,1,7,93,1,Senior
163,48,17543,9,8,4,52,0,Middle-aged
152,61,18461,9,5,2,98,1,Senior
169,36,11270,7,8,7,73,1,Middle-aged
165,78,13583,0,7,3,10,0,Senior
151,62,17094,3,8,2,72,1,Senior
159,27,11623,0,4,2,63,0,Young
152,20,10088,0,5,5,36,1,
160,64,12564,4,6,7,96,1,Senior
160,72,12066,5,4,9,45,0,Senior
170,55,11545,0,0,4,6,1,Senior
170,26,7321,10,8,0,6,0,Young
171,65,18132,5,1,0,91,0,Senior
162,24,13149,4,6,2,66,0,Young
156,43,13125,3,7,5,73,1,Middle-aged
172,47,17173,9,7,1,64,0,Middle-aged
166,62,13330,4,0,0,38,0,Senior
179,36,13294,7,9,6,69,0,Middle-aged
151,56,18553,8,6,1,98,0,Senior
161,39,18428,10,8,7,61,1,Middle-aged
174,22,10333,1,2,1,78,1,Young
159,56,13675,5,7,0,74,0,Senior
167,45,19864,2,7,9,63,1,Middle-aged
171,34,12858,1,8,1,71,0,Middle-aged
176,70,9319,0,7,1,20,1,Senior
160,67,10389,3,4,6,75,1,Senior
165,27,17265,7,4,0,77,0,Young
166,32,6848,2,2,2,64,0,Middle-aged
168,67,15076,4,5,4,81,1,Senior
167,22,8205,9,9,6,37,1,Young
152,20,7161,4,2,5,36,0,
170,28,6464,4,1,7,97,1,Young
176,50,5643,10,6,0,10,1,Middle-aged
175,60,19986,8,9,6,34,1,Senior
165,73,16628,7,2,8,45,1,Senior
155,45,10351,7,3,6,63,0,Middle-aged
174,36,9553,0,9,5,13,0,Middle-aged
161,75,11518,0,7,8,25,0,Senior
160,53,10723,1,0,3,44,0,Senior
164,28,12946,7,8,9,97,1,Young
164,75,5610,9,5,5,74,0,Senior
165,70,9302,0,1,5,24,0,Senior
159,32,6543,3,2,9,69,1,Middle-aged
161,24,16731,8,4,2,74,1,Young
177,60,6466,1,5,6,47,1,Senior
162,32,14108,2,8,0,91,0,Middle-aged
153,20,19656,10,1,7,50,0,
156,44,11236,5,4,7,36,0,Middle-aged
171,66,18719,10,6,7,33,1,Senior
151,23,6181,9,6,8,92,0,Young
175,55,7146,2,3,3,3,0,Senior
176,71,7272,3,2,5,31,0,Senior
176,29,14043,8,7,6,60,0,Young
176,47,9536,8,1,1,29,0,Middle-aged
164,76,5719,9,4,5,44,1,Senior
180,25,9680,4,9,7,45,0,Young
157,46,15206,6,4,3,42,0,Middle-aged
156,75,8472,8,0,4,21,0,Senior
180,31,8642,7,6,7,32,1,Middle-aged
164,71,17062,10,3,2,28,0,Senior
172,67,5063,6,9,5,85,1,Senior
163,22,18055,7,1,0,47,0,Young
180,65,5559,4,7,3,99,0,Senior
157,52,12446,4,3,5,94,1,Senior
177,29,6733,4,0,2,47,0,Young
161,50,13861,0,7,0,17,0,Middle-aged
162,34,8894,5,6,5,29,0,Middle-aged
179,26,6542,4,2,2,48,0,Young
160,55,14463,7,2,7,2,1,Senior
166,33,7415,7,6,6,33,0,Middle-aged
180,75,15983,1,1,6,63,0,Senior
178,67,17905,10,4,7,68,0,Senior
166,33,11090,5,6,6,39,1,Middle-aged
173,22,10217,10,5,4,89,0,Young
153,68,10387,9,9,9,5,0,Senior
170,72,10179,9,6,7,68,1,Senior
157,65,13187,5,1,7,52,1,Senior
154,69,11643,2,6,7,52,0,Senior
175,22,12660,0,1,9,29,1,Young
165,41,16246,6,6,5,37,0,Middle-aged
153,38,7458,9,7,1,8,1,Middle-aged
177,54,16257,4,9,7,20,1,Senior
171,31,14355,9,7,9,41,0,Middle-aged
178,73,11028,4,4,0,70,1,Senior
164,24,10447,10,6,8,36,1,Young
161,29,9559,7,7,8,32,1,Young
154,60,7749,4,3,5,5,1,Senior
179,52,18948,4,1,9,20,0,Senior
172,32,6948,0,6,5,68,0,Middle-aged
165,54,11306,1,0,5,22,0,Senior
163,70,13251,4,1,3,97,1,Senior
159,51,13092,6,9,0,31,0,Senior
156,30,16294,2,6,0,41,1,Young
162,67,13524,0,9,0,93,0,Senior
169,57,17363,10,0,4,5,0,Senior
177,43,19066,1,6,6,10,0,Middle-aged
178,54,19652,2,4,0,75,0,Senior
154,38,5189,8,2,0,37,0,Middle-aged
178,25,16752,7,1,5,56,0,Young
152,59,11008,3,6,1,86,0,Senior
164,73,12482,7,8,1,24,1,Senior
153,64,5295,8,8,6,85,1,Senior
164,63,15740,2,9,8,16,0,Senior
163,61,13368,5,9,7,2,1,Senior
169,54,13168,7,7,1,15,0,Senior
168,23,5799,9,1,6,41,0,Young
162,52,13997,6,0,4,63,0,Senior
159,32,12003,8,7,9,49,0,Middle-aged
170,75,14934,6,1,3,26,1,Senior
154,55,13406,0,3,9,94,0,Senior
176,73,15071,8,3,3,66,1,Senior
172,62,7700,4,1,3,29,1,Senior
169,38,13788,5,3,8,70,0,Middle-aged
178,62,14909,1,6,6,60,0,Senior
169,31,14547,1,5,6,65,0,Middle-aged
174,30,17415,3,9,3,40,0,Young
155,25,14484,3,5,8,11,0,Young
180,31,15790,4,3,7,52,0,Middle-aged
153,46,18846,6,1,9,87,1,Middle-aged
151,60,10873,10,4,3,90,1,Senior
171,44,16629,0,2,5,95,0,Middle-aged
165,61,9714,9,2,3,79,1,Senior
167,22,11491,3,3,0,73,0,Young
154,22,13333,8,4,4,64,1,Young
171,39,16408,7,1,9,98,0,Middle-aged
153,47,7839,2,5,2,81,1,Middle-aged
179,42,17532,5,5,0,99,1,Middle-aged
162,67,8513,10,7,1,3,1,Senior
168,22,15942,8,1,1,11,1,Young
172,61,18601,7,7,7,28,0,Senior
151,43,14906,6,7,3,62,0,Middle-aged
162,62,6135,6,3,2,48,1,Senior
160,59,11357,0,6,3,28,0,Senior
179,25,16913,4,6,9,46,0,Young
171,39,15101,6,0,0,64,1,Middle-aged
178,30,7247,1,0,0,55,1,Young
153,51,11548,5,7,4,83,0,Senior
171,79,9516,1,0,6,2,1,Senior
169,46,9102,2,2,8,96,1,Middle-aged
169,40,6548,0,5,6,75,0,Middle-aged
164,63,15831,2,7,4,16,0,Senior
153,67,19621,6,4,2,11,1,Senior
158,69,17958,4,4,7,3,0,Senior
156,32,11532,3,3,6,55,0,Middle-aged
168,41,9511,7,3,3,42,1,Middle-aged
168,54,7831,7,6,0,29,0,Senior
155,66,14198,0,5,2,69,1,Senior
155,41,19024,8,7,7,92,1,Middle-aged
169,47,16413,8,5,1,31,1,Middle-aged
164,40,8062,1,9,8,77,1,Middle-aged
164,65,17715,1,6,3,25,0,Senior
174,37,12975,7,9,6,6,1,Middle-aged
169,50,8052,10,9,9,60,1,Middle-aged
158,79,17621,5,4,6,67,0,Senior
153,80,15511,2,5,7,22,0,Senior
167,65,12210,1,0,6,41,1,Senior
167,56,8539,4,2,3,53,1,Senior
154,40,15558,7,7,6,60,1,Middle-aged
169,33,5526,5,2,4,39,1,Middle-aged
172,44,7807,2,0,9,55,0,Middle-aged
179,46,14387,8,2,6,96,1,Middle-aged
160,59,6753,7,3,2,30,1,Senior
154,79,14864,9,7,9,71,1,Senior
171,79,19656,5,8,6,89,1,Senior
175,42,11882,0,3,6,2,1,Middle-aged
153,50,18843,1,6,1,8,1,Middle-aged
178,66,15220,3,0,7,63,1,Senior
161,79,6654,1,8,6,59,1,Senior
151,48,17741,2,3,8,97,1,Middle-aged
162,66,9841,7,8,3,28,1,Senior
159,49,9041,8,2,8,74,1,Middle-aged
158,70,19191,5,4,0,38,0,Senior
159,45,10024,3,0,4,18,1,Middle-aged
180,39,14039,10,2,9,62,0,Middle-aged
156,57,14059,1,4,6,77,1,Senior
153,38,13965,6,5,3,85,0,Middle-aged
168,46,19418,9,7,6,97,0,Middle-aged
159,44,13734,10,0,8,23,0,Middle-aged
179,59,9417,6,2,4,65,0,Senior
180,57,13977,9,0,4,40,0,Senior
152,71,16497,8,4,1,60,1,Senior
174,42,9635,4,7,4,85,0,Middle-aged
170,48,19587,9,3,7,5,1,Middle-aged
178,34,7883,3,8,3,99,0,Middle-aged
180,78,10884,9,5,1,18,1,Senior
168,22,5448,5,5,7,38,1,Young
180,29,8310,1,4,3,29,0,Young
170,34,9585,1,9,4,26,0,Middle-aged
151,75,15097,8,4,6,60,1,Senior
176,35,17751,6,6,4,36,1,Middle-aged
169,36,13108,6,7,9,82,1,Middle-aged
159,38,9409,4,6,3,29,1,Middle-aged
151,30,12873,6,0,6,31,0,Young
151,67,16443,8,0,3,63,0,Senior
177,24,11051,9,9,9,13,1,Young
173,24,13576,4,5,3,94,1,Young
166,77,5294,8,2,1,71,1,Senior
165,33,6238,0,8,4,40,0,Middle-aged
165,69,18049,2,6,7,70,1,Senior
163,45,13041,6,1,3,2,1,Middle-aged
156,27,7816,3,2,1,8,1,Young
170,24,6098,1,7,8,74,1,Young
180,26,19679,2,0,5,43,0,Young
160,35,6737,6,4,2,49,0,Middle-aged
173,74,7189,7,9,9,22,0,Senior
150,33,7765,10,0,4,74,0,Middle-aged
160,56,6222,8,8,5,35,1,Senior
172,75,19230,5,6,8,19,1,Senior
170,60,16434,9,4,4,4,0,Senior
153,23,11549,8,5,8,19,1,Young
156,55,17091,3,2,0,20,1,Senior
175,67,17515,4,2,9,4,0,Senior
164,75,5410,0,6,3,49,0,Senior
167,36,16191,8,6,0,26,0,Middle-aged
161,66,7945,8,6,1,3,0,Senior
180,55,13102,8,1,1,52,1,Senior
166,25,9786,2,1,9,94,1,Young
150,35,14069,9,4,4,36,1,Middle-aged
160,48,5786,9,3,0,41,0,Middle-aged
177,55,7109,9,6,9,70,1,Senior
150,57,10446,7,2,2,51,1,Senior
164,56,10835,2,4,5,91,0,Senior
177,67,6986,5,1,0,16,0,Senior
170,76,13126,4,0,0,47,1,Senior
159,67,14070,7,8,2,80,1,Senior
156,29,12300,2,3,8,46,1,Young
151,60,14799,0,7,1,55,1,Senior
159,55,10709,8,6,5,98,0,Senior
173,48,7403,9,0,2,88,1,Middle-aged
153,33,13262,8,9,5,39,1,Middle-aged
161,23,15502,2,6,6,6,1,Young
168,63,9401,1,1,6,84,0,Senior
175,75,11701,3,2,1,61,1,Senior
160,61,8295,7,0,2,9,0,Senior
157,55,13953,5,6,3,85,1,Senior
167,69,17875,9,2,7,11,1,Senior
160,64,7121,0,5,4,94,1,Senior
160,32,8582,7,6,0,65,1,Middle-aged
162,65,19477,4,2,8,91,0,Senior
152,37,18896,5,1,0,59,1,Middle-aged
161,52,9197,4,8,1,70,0,Senior
152,40,14821,9,8,6,7,0,Middle-aged
159,35,10700,4,6,2,61,0,Middle-aged
176,34,12232,2,4,5,57,1,Middle-aged
166,73,9288,3,3,7,86,1,Senior
171,76,6085,4,3,4,34,1,Senior
151,24,15649,10,0,0,84,0,Young
166,80,17587,10,3,9,45,0,Senior
165,25,16458,1,6,2,45,0,Young
151,57,13645,5,4,1,15,1,Senior
177,22,7621,1,8,5,9,0,Young
171,67,13810,3,3,4,82,1,Senior
179,31,13828,0,2,6,46,1,Middle-aged
169,55,7348,3,5,1,46,0,Senior
155,52,9874,6,3,5,36,1,Senior
177,55,18767,7,1,4,46,1,Senior
174,52,8036,1,4,5,42,0,Senior
178,50,15441,2,3,4,30,0,Middle-aged
159,40,15913,0,4,6,11,1,Middle-aged
177,46,7349,6,8,4,33,0,Middle-aged
159,46,19332,3,3,6,40,0,Middle-aged
157,27,10743,10,5,0,70,1,Young
150,75,9432,9,3,8,43,1,Senior
162,56,11175,7,0,5,39,1,Senior
173,51,15186,4,1,8,86,1,Senior
158,45,12265,8,5,0,39,0,Middle-aged
171,21,11103,5,7,1,53,0,Young
159,31,19070,10,8,6,83,0,Middle-aged
164,41,16012,9,3,3,86,1,Middle-aged
154,36,12358,1,5,9,31,0,Middle-aged
171,26,14263,0,2,0,63,1,Young
165,62,7031,0,8,4,25,1,Senior
162,23,18561,8,7,3,41,0,Young
171,56,6249,0,0,5,50,1,Senior
174,57,14487,2,1,6,59,0,Senior
169,51,11808,1,9,2,49,0,Senior
167,30,8556,3,8,5,30,0,Young
160,20,13519,0,9,1,45,1,
176,44,13988,0,2,9,68,1,Middle-aged
158,61,10299,3,2,3,53,0,Senior
165,71,16053,3,9,9,26,1,Senior
151,43,17952,6,8,8,71,1,Middle-aged
175,72,15985,7,2,6,40,0,Senior
174,62,8094,7,9,1,12,1,Senior
151,75,7977,7,4,5,1,0,Senior
161,36,5962,8,5,3,70,0,Middle-aged
157,27,10725,0,2,7,1,1,Young
158,78,10489,8,9,7,8,1,Senior
161,64,6268,9,7,0,33,0,Senior
175,46,10279,7,1,7,68,0,Middle-aged
158,71,5372,0,5,9,50,0,Senior
159,37,9380,6,1,6,6,1,Middle-aged
174,46,15760,8,8,0,60,1,Middle-aged
151,41,12617,3,5,2,63,0,Middle-aged
165,35,18094,8,8,4,52,0,Middle-aged
169,21,17934,0,3,2,3,1,Young
156,24,16885,8,2,2,79,1,Young
177,37,14796,5,1,0,70,0,Middle-aged
151,22,11279,3,7,7,6,1,Young
150,46,5095,4,3,8,37,1,Middle-aged
168,73,9369,6,1,4,51,1,Senior
177,36,8941,9,8,0,27,1,Middle-aged
153,35,12021,3,7,0,46,1,Middle-aged
173,25,14392,7,4,8,69,1,Young
171,70,8944,2,7,0,17,0,Senior
176,26,10868,1,4,8,87,0,Young
151,69,18071,0,6,2,17,1,Senior
180,33,10396,5,4,2,23,1,Middle-aged
174,57,13041,1,4,3,39,0,Senior
163,59,5131,7,3,4,33,1,Senior
151,34,16307,10,4,5,66,1,Middle-aged
178,66,12290,9,6,5,10,1,Senior
164,66,14582,3,2,9,83,1,Senior
161,67,11516,8,3,8,40,1,Senior
154,52,14341,3,7,0,73,1,Senior
177,62,16702,3,5,8,15,1,Senior
169,46,10906,7,7,3,43,0,Middle-aged
178,48,19318,7,1,6,88,1,Middle-aged
156,76,16839,4,8,5,12,1,Senior
173,56,5807,2,6,8,22,1,Senior
170,24,18031,1,4,1,18,0,Young
159,48,5050,8,6,1,66,0,Middle-aged
163,51,16400,8,1,6,62,1,Senior
163,79,10277,4,3,8,61,0,Senior
154,72,5055,7,6,4,60,1,Senior
167,25,8664,6,1,6,79,1,Young
173,21,5743,2,7,7,39,0,Young
163,25,19763,4,9,7,73,0,Young
151,65,17730,8,9,3,22,0,Senior
175,62,11030,3,4,9,81,0,Senior
161,23,13131,2,4,6,14,0,Young
171,75,19661,6,7,0,95,1,Senior
